"","AF293.Hypoxia.r1","AF293.Hypoxia.r2","AF293.Hypoxia.r3","Delta_eefA_AF293.Hypoxia.r1","Delta_eefA_AF293.Hypoxia.r2","Delta_eefA_AF293.Hypoxia.r3","eefA_OE.Hypoxia.r1","eefA_OE.Hypoxia.r2","eefA_OE.Hypoxia.r3","eefA_REV.Hypoxia.r1","eefA_REV.Hypoxia.r3","EVOL.Hypoxia.r1","EVOL.Hypoxia.r2","EVOL.Hypoxia.r3"
"Afu6g03680-T",212,84,38,197,96,148,0,2,2,6,29,20,6,7
"Afu6g03685-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g03690-T",2024,1584,1311,2161,1939,3047,705,1141,1061,1029,1527,678,494,507
"Afu6g03700-T",53,42,41,31,48,47,77,180,157,104,219,46,36,42
"Afu6g03710-T",71,47,42,73,61,72,87,145,130,63,169,38,31,40
"Afu6g03720-T",3,2,2,1,0,0,0,1,0,0,1,0,0,1
"Afu6g03730-T",713,400,505,546,297,778,254,384,356,352,478,415,322,302
"Afu6g03740-T",26,12,13,21,12,25,2,9,7,8,13,3,3,3
"Afu6g03750-T",122,62,70,92,77,153,65,155,190,272,345,201,89,202
"Afu6g03760-T",637,238,400,415,357,689,192,305,363,161,275,125,95,90
"Afu6g03770-T",4005,2199,2694,3188,2167,5057,1602,2282,2406,1491,2353,1615,1175,1074
"Afu6g03780-T",566,215,302,341,217,624,206,241,319,152,253,28,15,16
"Afu6g03790-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g03800-T",40,11,7,16,5,38,3,10,11,4,8,2,1,3
"Afu6g03810-T",4639,2049,2976,3191,2567,5251,1723,2273,2642,2190,3369,5096,4705,3149
"Afu6g03820-T",2402,1041,1233,1635,911,2188,488,602,637,823,1096,1345,942,851
"Afu6g03830-T",1290,416,608,655,456,953,143,251,220,297,528,772,655,547
"Afu6g03840-T",85,46,58,61,24,105,16,35,26,28,40,37,17,26
"Afu6g03850-T",795,370,556,554,422,811,185,315,381,295,412,279,235,206
"Afu6g03860-T",425,195,337,338,275,621,119,132,189,126,211,79,47,43
"Afu6g03870-T",14,3,3,2,3,12,1,0,3,2,3,6,4,5
"Afu6g03880-T",2,0,1,3,0,5,0,1,1,0,0,0,0,2
"Afu6g03890-T",150,59,98,123,42,163,48,73,81,85,71,20,9,11
"Afu6g03900-T",70,18,35,33,21,73,14,32,32,37,58,22,12,26
"Afu6g03910-T",64,18,41,38,20,81,18,22,37,18,39,28,22,32
"Afu6g03920-T",17,3,12,17,5,30,1,2,2,2,9,3,2,1
"Afu6g03930-T",313,102,179,154,119,316,88,173,179,89,170,293,260,146
"Afu6g03940-T",1415,513,990,894,370,1461,490,689,578,551,748,573,493,349
"Afu6g03950-T",204,75,151,120,60,203,57,114,124,104,150,131,100,74
"Afu6g03960-T",839,409,576,602,291,919,356,553,518,330,465,200,158,143
"Afu6g03970-T",24,11,20,13,6,22,9,7,4,6,10,1,1,2
"Afu6g03980-T",8,4,7,6,4,9,1,4,2,3,8,5,4,2
"Afu6g03990-T",443,222,322,350,176,549,140,219,226,189,323,275,272,211
"Afu6g04000-T",162,67,143,116,46,152,21,63,47,59,92,41,35,43
"Afu6g04010-T",241,97,198,127,62,235,19,70,53,72,118,71,59,61
"Afu6g04020-T",166,52,102,98,47,182,35,43,59,31,68,68,43,36
"Afu6g04030-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g04040-T",103,75,79,102,73,139,50,57,70,79,152,84,61,53
"Afu6g04050-T",12,11,13,10,10,12,15,39,24,35,83,92,37,63
"Afu6g04060-T",374,156,292,233,159,345,132,207,177,127,139,86,74,66
"Afu6g04070-T",28,8,18,9,14,25,7,16,20,33,44,24,11,22
"Afu6g04080-T",179,66,187,145,55,190,37,76,62,60,86,67,66,68
"Afu6g04090-T",89,32,60,68,32,94,15,26,35,21,26,34,48,44
"Afu6g04100-T",66,20,50,36,17,54,4,12,11,15,16,10,12,10
"Afu6g04110-T",884,381,589,501,361,867,137,259,286,262,421,309,240,174
"Afu6g04120-T",440,259,287,354,286,562,226,293,280,217,318,228,189,137
"Afu6g04140-T",135,47,82,91,48,129,26,48,43,38,65,55,44,37
"Afu6g04150-T",60,18,40,19,12,46,7,9,21,11,14,13,12,6
"Afu6g04170-T",16,7,4,11,9,12,5,21,22,34,43,33,22,29
"Afu6g04180-T",33,12,22,16,20,38,14,16,19,17,36,21,17,22
"Afu6g04190-T",740,387,545,462,283,917,136,190,156,72,98,30,26,28
"Afu6g04200-T",1206,451,639,683,457,1359,311,432,528,293,515,310,241,173
"Afu6g04210-T",309,333,238,497,392,393,252,280,333,243,377,226,152,117
"Afu6g04220-T",524,232,367,324,261,682,198,302,278,151,273,71,68,47
"Afu6g04230-T",214,115,130,193,129,272,152,265,234,244,340,211,147,154
"Afu6g04240-T",35,7,24,23,10,38,6,15,12,9,18,17,12,10
"Afu6g04250-T",544,229,382,332,156,533,175,275,250,200,263,127,101,91
"Afu6g04260-T",14,6,6,14,7,17,10,25,32,39,80,55,26,38
"Afu6g04265-T",141,127,114,203,134,135,75,87,114,75,195,26,21,14
"Afu6g04270-T",152,125,103,190,142,200,114,136,170,38,118,16,15,33
"Afu6g04280-T",2,0,0,0,0,0,0,4,1,2,5,1,1,1
"Afu6g04290-T",1635,1066,1077,1563,1225,2165,1000,1439,1610,1417,2392,1156,897,763
"Afu6g04300-T",589,300,412,446,278,796,145,223,186,253,303,82,58,59
"Afu6g04310-T",209,86,178,127,87,209,45,100,97,152,210,153,127,133
"Afu6g04320-T",374,96,156,156,113,396,86,142,226,113,244,106,80,64
"Afu6g04330-T",50,37,37,37,38,54,19,36,26,63,95,30,22,33
"Afu6g04340-T",86,53,62,74,63,131,44,60,71,61,95,45,34,51
"Afu6g04350-T",61,13,41,28,14,53,11,22,23,5,24,11,5,5
"Afu6g04360-T",5,1,4,3,1,5,4,10,2,14,18,28,27,19
"Afu6g04370-T",1,1,2,0,1,1,0,1,2,0,2,0,1,0
"Afu6g04380-T",4138,1850,3061,2930,1687,4935,1086,1654,1576,1301,2017,1650,1419,976
"Afu6g04390-T",283,129,210,205,127,293,84,139,178,134,230,140,99,126
"Afu6g04400-T",255,107,167,164,136,302,79,113,151,128,239,132,66,78
"Afu6g04410-T",85,30,53,50,36,100,29,48,47,26,39,29,17,24
"Afu6g04420-T",12,2,18,11,4,10,5,13,10,25,33,9,4,7
"Afu6g04430-T",419,112,253,224,134,363,70,126,120,105,160,160,113,103
"Afu6g04440-T",97,54,75,68,49,133,40,60,61,69,113,73,35,33
"Afu6g04450-T",10,5,9,3,6,10,0,1,2,4,1,4,2,3
"Afu6g04460-T",196,83,117,113,88,207,60,81,95,124,151,114,84,93
"Afu6g04470-T",6587,3874,4872,5626,5855,9108,2484,3144,3859,4297,6857,3375,3097,2460
"Afu6g04480-T",259.029260928705,87,130.76943823282,135,182.384376500961,358.488734259791,38,63,59,84,134.274589074873,99,108.585835201159,82.4081337535749
"Afu6g04490-T",20,13,14,13,11,20,3,10,8,3,10,6,6,11
"Afu6g04495-T",6,4,3,6,4,7,0,1,0,2,0,0,1,2
"Afu6g04500-T",140,45,120,96,49,144,30,65,45,48,59,39,28,38
"Afu6g04510-T",41,15,13,29,14,32,14,18,25,38,36,22,18,15
"Afu6g04520-T",174,87,114,103,63,181,34,93,74,82,148,112,94,81
"Afu6g04530-T",900,394,548,630,629,1020,207,280,389,389,644,632,561,451
"Afu6g04540-T",291,91,155,154,127,262,60,75,120,70,142,155,108,93
"Afu6g04550-T",34,26,24,34,20,49,6,5,10,6,19,17,9,5
"Afu6g04560-T",418,178,269,299,184,467,206,239,249,268,348,332,314,227
"Afu6g04570-T",687,266,307,439,246,612,279,684,380,871,1092,1323,949,1018
"Afu6g04580-T",42,27,41,38,36,54,29,53,37,50,84,90,70,74
"Afu6g04590-T",10,3,5,6,7,12,2,11,5,16,20,30,18,27
"Afu6g04600-T",144,97,106,125,61,192,83,166,117,171,203,159,137,105
"Afu6g04610-T",2,2,1,1,2,5,1,7,4,15,15,9,6,8
"Afu6g04620-T",196,108,174,180,134,249,92,141,183,142,190,186,163,126
"Afu6g04630-T",1,0,0,2,0,1,4,5,3,7,23,9,7,5
"Afu6g04640-T",30,9,11,19,13,27,3,8,5,15,22,26,13,28
"Afu6g04645-T",578,238,403,320,232,797,111,120,198,74,156,60,52,41
"Afu6g04650-T",1014,558,657,792,474,1229,361,517,473,378,545,332,325,227
"Afu6g04660-T",4,4,6,4,3,9,3,1,1,5,10,3,3,3
"Afu6g04670-T",62,24,37,37,31,77,21,34,47,33,92,30,28,34
"Afu6g04680-T",81,44,69,52,52,118,133,199,175,156,220,223,164,118
"Afu6g04690-T",19,7,16,8,6,15,6,14,14,4,9,6,13,7
"Afu6g04700-T",204,102,131,138,81,173,65,112,113,73,130,74,37,32
"Afu6g04705-T",303,137,174,181,163,296,112,188,221,171,238,128,121,85
"Afu6g04710-T",170,61,91,114,50,181,63,129,117,97,166,65,31,50
"Afu6g04720-T",18,10,14,11,6,24,5,21,15,35,29,21,9,8
"Afu6g04730-T",112,40,54,64,38,89,39,125,80,182,225,313,209,192
"Afu6g04740-T",7880,4174,5704,6289,3697,8811,2608,3660,3331,3375,4672,4090,3471,2776
"Afu6g04750-T",2014,1490,1593,1888,2381,2933,2034,4441,3490,2698,5629,2127,1707,2097
"Afu6g04760-T",128,46,79,91,44,134,23,57,73,45,84,44,27,23
"Afu6g04770-T",3,0,8,5,0,7,3,3,5,7,11,2,0,12
"Afu6g04780-T",88,23,50,63,21,70,11,25,33,23,26,12,5,6
"Afu6g04790-T",1325,612,915,1019,748,1554,548,811,881,521,857,751,565,474
"Afu6g04800-T",490,170,248,296,183,402,167,238,279,255,378,1048,867,585
"Afu6g04810-T",51,17,35,37,17,40,6,15,21,18,24,22,12,16
"Afu6g04820-T",427,217,317,294,192,461,59,117,108,131,175,116,96,77
"Afu6g04830-T",44,21,36,22,15,34,8,23,17,16,30,24,10,20
"Afu6g04840-T",371,201,271,330,143,425,135,240,192,169,145,131,102,100
"Afu6g04850-T",59,24,47,31,27,81,11,27,23,21,16,10,8,7
"Afu6g04860-T",599,341,476,545,284,658,159,151,178,168,284,100,83,102
"Afu6g04870-T",845,458,596,715,425,1062,258,334,344,259,380,221,159,166
"Afu6g04880-T",87,60,50,81,43,106,36,47,30,65,114,27,14,23
"Afu6g04890-T",263,151,187,193,177,339,95,88,113,73,141,58,48,75
"Afu6g04900-T",102,32,72,47,38,100,23,24,35,27,50,33,21,16
"Afu6g04910-T",267,207,222,296,362,315,254,262,346,347,589,136,75,145
"Afu6g04920-T",18098,2505,14608,5762,1715,19213,2270,1421,2108,892,1504,1557,1719,1799
"Afu6g04930-T",97,47,65,77,50,120,38,49,83,38,94,49,33,40
"Afu6g04940-T",324,153,222,216,111,309,39,134,124,142,243,74,75,71
"Afu6g04950-T",83,47,54,51,39,95,26,35,45,55,60,75,49,48
"Afu6g04960-T",139,48,108,84,59,183,10,23,33,33,66,30,24,17
"Afu6g04970-T",910,367,560,643,456,1061,232,326,299,412,593,1670,1330,787
"Afu6g04980-T",742,267,530,426,370,885,235,367,486,236,387,171,132,90
"Afu6g04990-T",38,18,33,17,13,44,8,17,9,26,37,18,10,9
"Afu6g05000-T",25,6,15,7,7,9,1,2,1,2,1,2,2,2
"Afu6g05010-T",338,153,259,253,144,358,199,249,239,254,326,347,275,253
"Afu6g05020-T",386,153,209,252,152,497,211,243,216,189,246,208,197,145
"Afu6g05030-T",47,5,30,15,3,58,1,0,1,1,2,11,8,4
"Afu6g05040-T",43,16,21,31,12,47,10,19,23,17,38,54,44,35
"Afu6g05045-T",18,10,6,9,8,9,7,9,8,4,11,23,29,13
"Afu6g05050-T",284,117,193,183,108,273,43,87,120,73,121,127,113,106
"Afu6g05060-T",75,49,33,82,44,95,13,24,22,26,56,18,9,12
"Afu6g05070-T",80,33,52,54,59,73,14,51,64,49,66,54,38,26
"Afu6g05080-T",842,409,522,693,417,1016,173,332,415,295,479,867,742,370
"Afu6g05090-T",25,14,17,38,37,23,14,14,24,37,56,25,19,23
"Afu6g05100-T",238,111,187,185,91,245,28,43,82,62,75,108,124,86
"Afu6g05110-T",576,245,382,368,180,602,164,199,248,209,282,181,168,91
"Afu6g05120-T",4397,2505,3245,3727,2694,6345,2517,2478,2278,1460,1829,1379,1239,1012
"Afu6g05130-T",211,93,179,115,82,196,55,93,78,77,91,70,56,68
"Afu6g05140-T",2763,1275,1885,1933,1303,3074,1225,1689,1526,1486,1806,1691,1306,1051
"Afu6g05150-T",1210,621,833,1013,604,1425,723,1045,849,718,1140,1043,712,668
"Afu6g05160-T",48,7,32,23,13,37,0,7,6,10,23,13,12,19
"Afu6g05170-T",18,11,8,20,23,18,8,21,28,34,40,45,30,43
"Afu6g05174-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g05180-T",30,14,30,31,16,24,15,32,35,40,58,44,28,29
"Afu6g05190-T",21,6,15,4,5,20,0,5,5,4,8,6,4,2
"Afu6g05200-T",1157,422,549,676,487,936,133,226,280,298,488,959,858,577
"Afu6g05210-T",4848,2308,2909,3557,2123,4936,1735,2022,1751,1497,2228,1434,1051,1000
"Afu6g05220-T",63,26,38,46,31,62,8,19,24,16,26,20,21,17
"Afu6g05240-T",226,76,141,108,67,195,31,81,96,65,118,89,75,73
"Afu6g05250-T",57,15,21,30,24,37,12,34,25,26,67,40,26,25
"Afu6g05260-T",62,23,49,34,22,56,8,24,23,58,52,30,21,22
"Afu6g05270-T",41,15,30,46,26,60,20,19,23,12,27,27,24,22
"Afu6g05280-T",336,235,208,338,367,369,210,242,354,232,365,193,216,126
"Afu6g05290-T",471,153,323,291,172,463,129,181,178,120,153,267,253,144
"Afu6g05300-T",168,65,118,106,52,184,88,113,93,72,74,67,60,51
"Afu6g05310-T",85,30,34,64,49,84,53,111,123,161,220,157,92,140
"Afu6g05320-T",396,181,238,330,228,339,140,210,219,248,391,459,351,323
"Afu6g05330-T",257,98,154,222,131,232,62,138,161,122,178,186,136,124
"Afu6g05340-T",1268,517,813,891,752,1289,519,784,928,631,1103,1017,898,625
"Afu6g05350-T",4436,2277,2492,3540,2367,4704,2964,3969,5065,3271,4595,252,238,218
"Afu6g06325-T",1,0,0,1,3,1,1,0,1,1,3,0,0,3
"Afu6g06328-T",93,39,48,69,65,118,22,38,46,25,48,35,19,35
"Afu6g06330-T",216,75,100,141,112,202,32,83,106,68,173,382,302,209
"Afu6g06335-T",340,107,238,165,85,306,70,157,119,101,133,148,87,82
"Afu6g06340-T",8062,3637,5200,5225,3199,8673,3102,4145,3257,2815,4006,3530,2946,3054
"Afu6g06345-T",492,168,259,262,178,404,60,113,125,93,203,298,241,174
"Afu6g06350-T",2086,728,1189,1240,1006,2048,710,1050,1169,677,1182,1287,1116,796
"Afu6g06360-T",1,0,0,0,1,0,0,0,0,2,0,0,0,0
"Afu6g06370-T",3811,1956,2988,2866,2355,4596,2200,2864,2733,3140,4150,7903,7699,4954
"Afu6g06380-T",17,6,10,6,10,13,3,11,6,23,29,17,16,11
"Afu6g06390-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g06400-T",834,399,561,589,297,879,214,362,305,311,424,308,210,193
"Afu6g06410-T",2,0,1,0,0,4,0,0,0,0,0,0,0,0
"Afu6g06420-T",86,34,62,49,28,68,33,92,89,113,169,108,79,83
"Afu6g06430-T",37,14,16,13,13,30,20,54,56,100,131,61,51,55
"Afu6g06440-T",1796,460,852,862,590,1494,291,495,621,342,620,605,477,383
"Afu6g06445-T",454,184,263,311,245,495,140,245,276,135,249,257,231,182
"Afu6g06450-T",14922,6995,9459,11292,10067,18718,8933,13979,16378,11667,17939,8379,7828,5085
"Afu6g06460-T",1521,867,1096,1099,1478,1789,2155,2784,3228,2125,3357,1515,1521,1406
"Afu6g06470-T",16933,12080,14628,18138,27622,26631,15062,29183,38269,13220,30747,10196,9728,9011
"Afu6g06480-T",21,17,18,15,9,26,8,8,11,5,8,11,2,3
"Afu6g06490-T",42,20,37,20,13,38,6,30,16,38,59,39,34,37
"Afu6g06500-T",1521,598,1070,934,572,1654,470,677,735,523,847,908,700,570
"Afu6g06510-T",603,259,389,438,365,806,253,387,570,226,372,65,53,43
"Afu6g06520-T",242,78,183,152,52,267,11,51,46,68,86,18,13,27
"Afu6g06530-T",49,32,34,53,41,69,18,38,44,33,47,4,1,4
"Afu6g06535-T",71,45,59,51,39,74,23,46,48,37,63,7,4,6
"Afu6g06540-T",174,46,94,100,59,177,35,56,44,47,48,41,21,22
"Afu6g06550-T",865,434,515,682,500,1023,207,353,315,341,496,134,117,93
"Afu6g06560-T",53,15,28,9,3,46,0,1,3,2,4,6,6,3
"Afu6g06570-T",751,356,582,492,335,814,299,435,416,325,446,481,480,300
"Afu6g06580-T",247,76,157,130,72,240,30,48,57,43,70,35,17,25
"Afu6g06590-T",177,56,96,130,62,232,53,119,114,48,93,12,4,5
"Afu6g06600-T",14,8,7,7,5,9,1,4,5,0,4,3,1,2
"Afu6g06610-T",237,81,150,134,95,258,44,96,120,82,121,112,114,79
"Afu6g06620-T",35,18,27,29,10,46,16,25,28,24,40,13,14,7
"Afu6g06630-T",114,53,74,84,35,106,33,83,92,106,150,68,32,50
"Afu6g06640-T",1298,639,939,907,537,2029,1085,1240,1655,856,793,60,28,24
"Afu6g06650-T",18,5,10,13,6,18,8,10,9,6,10,1,1,2
"Afu6g06660-T",16,7,10,8,10,24,7,19,12,9,28,12,6,24
"Afu6g06670-T",111,39,82,69,33,151,22,39,41,31,46,19,9,13
"Afu6g06680-T",398,170,276,260,187,508,74,129,128,54,119,82,49,64
"Afu6g06690-T",98,50,59,55,29,127,79,136,124,30,42,46,28,42
"Afu6g06700-T",4,2,4,4,1,4,0,2,1,0,4,2,3,0
"Afu6g06710-T",36,66,21,79,58,48,15,24,25,40,49,23,16,13
"Afu6g06720-T",1926,1344,1293,2048,1140,2976,816,1278,1115,1477,1773,457,358,230
"Afu6g06730-T",22,7,8,12,7,12,4,1,8,4,9,1,4,5
"Afu6g06740-T",95,54,56,84,46,91,56,131,89,227,244,166,133,151
"Afu6g06750-T",4169,2152,2691,3128,1993,4507,1530,1871,2075,1760,2769,1945,1684,1444
"Afu6g06760-T",486,189,286,292,167,407,151,183,192,251,336,361,274,266
"Afu6g06770-T",30699,14629,20856,21801,16124,41858,17310,19687,18356,14697,16661,11902,9489,7648
"Afu6g06780-T",856,384,589,547,393,989,242,359,303,279,413,412,335,250
"Afu6g06790-T",247,187,144,247,259,315,140,182,252,176,458,138,101,91
"Afu6g06800-T",4400,2660,3114,3942,3271,6286,7087,8508,10504,4930,6931,2621,2060,1910
"Afu6g06810-T",1110,821,675,1332,895,1476,1945,2718,2747,1600,1805,624,563,434
"Afu6g06820-T",253,198,141,262,232,380,126,138,149,88,164,110,100,100
"Afu6g06830-T",1979,1102,1198,1612,1763,2559,725,957,1397,707,1329,939,718,627
"Afu6g06840-T",1723,742,940,1334,1024,2018,483,648,898,334,599,383,353,238
"Afu6g06850-T",40,29,29,45,22,59,11,12,23,12,30,6,13,8
"Afu6g06860-T",1045,575,693,945,758,1448,395,558,546,464,851,373,255,249
"Afu6g06870-T",220,76,162,132,77,216,81,153,118,130,206,197,118,129
"Afu6g06880-T",62,14,22,28,28,52,10,19,15,19,22,22,22,12
"Afu6g06890-T",113,25,52,39,31,67,20,47,31,63,75,58,45,44
"Afu6g06900-T",1732,670,1061,1158,710,1602,662,921,868,725,955,759,607,528
"Afu6g06910-T",3133,1755,1910,2505,2332,4374,1259,1865,2065,1459,2572,822,657,574
"Afu6g06920-T",768,381,435,566,431,978,202,307,330,222,468,233,151,143
"Afu6g06930-T",129,54,76,85,79,147,28,20,18,12,34,20,23,10
"Afu6g06940-T",52,18,30,22,10,47,7,7,16,9,21,11,4,6
"Afu6g06950-T",91,69,55,80,67,129,52,88,93,105,124,39,31,14
"Afu6g06960-T",19,6,8,15,8,32,7,12,5,4,13,10,3,6
"Afu6g06970-T",74,14,41,35,23,148,4,7,6,10,16,88,56,32
"Afu6g06990-T",69,29,71,43,19,65,17,53,49,45,78,21,13,26
"Afu6g07000-T",80,37,23,57,81,133,29,61,120,67,161,90,27,80
"Afu6g07010-T",74,52,24,92,104,185,24,43,64,34,211,145,18,96
"Afu6g07020-T",152,62,74,109,99,287,24,59,94,53,151,94,12,85
"Afu6g07030-T",61,12,43,46,13,70,0,1,0,0,6,4,2,4
"Afu6g07040-T",22,4,12,9,4,10,1,5,4,7,8,1,2,0
"Afu6g07050-T",23,9,16,13,8,15,7,4,9,13,14,8,7,10
"Afu6g07055-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g07060-T",53,19,26,18,9,43,9,12,13,9,12,12,8,8
"Afu6g07070-T",96,45,79,62,61,168,31,46,38,22,42,15,17,12
"Afu6g07080-T",90,29,51,49,25,79,3,16,20,32,37,25,28,22
"Afu6g07090-T",75,50,55,61,49,73,12,18,25,21,51,18,18,11
"Afu6g07100-T",440,306,230,419,387,453,211,302,375,290,518,253,184,206
"Afu6g07110-T",669,350,444,643,456,761,214,253,304,202,303,181,110,141
"Afu6g07120-T",299,125,202,171,139,310,151,264,345,196,420,397,419,250
"Afu6g07130-T",65,38,29,55,50,55,22,34,24,40,89,26,16,28
"Afu6g07140-T",54,15,26,38,15,55,9,9,24,11,27,1,4,3
"Afu6g07150-T",14,3,3,4,6,10,4,13,8,17,37,16,7,8
"Afu6g07160-T",127,81,141,133,65,126,18,28,35,37,69,24,20,19
"Afu6g07170-T",35,21,31,44,13,50,3,15,11,11,24,6,7,5
"Afu6g07180-T",236,100,179,168,98,249,43,58,81,55,72,26,24,29
"Afu6g07190-T",11,0,8,6,4,12,1,4,3,8,17,9,5,5
"Afu6g07200-T",162,28,48,67,26,251,2,6,7,3,8,2,1,1
"Afu6g07210-T",292,132,158,170,88,259,97,162,156,203,310,560,489,295
"Afu6g07220-T",171,63,89,95,27,161,32,60,95,49,81,77,63,34
"Afu6g07230-T",17,6,12,7,8,10,5,2,1,2,2,1,4,4
"Afu6g07240-T",3,0,0,1,1,0,0,1,3,0,1,2,3,0
"Afu6g07250-T",10,0,4,3,2,9,2,4,3,2,1,1,0,1
"Afu6g07260-T",12,2,9,10,3,31,2,5,3,2,2,0,3,7
"Afu6g07270-T",211,125,164,163,114,281,105,180,173,107,200,124,55,106
"Afu6g07280-T",934,340,531,618,292,841,294,426,510,286,450,336,246,227
"Afu6g07290-T",38,19,18,28,9,27,0,13,7,28,15,18,7,7
"Afu6g07300-T",221,94,117,133,105,200,61,127,130,74,132,163,129,123
"Afu6g07310-T",440,220,332,345,206,477,156,270,265,201,317,227,193,180
"Afu6g07320-T",497,373,318,504,517,641,203,300,388,324,682,178,137,145
"Afu6g07330-T",279,176,216,254,229,362,74,175,173,234,323,597,594,364
"Afu6g07340-T",3911,2054,3007,3382,2481,5158,1177,1636,2000,1463,1999,1854,1801,873
"Afu6g07350-T",32,5,14,10,15,26,2,6,3,4,4,6,6,12
"Afu6g07360-T",56,24,33,30,19,51,8,25,20,30,51,28,21,16
"Afu6g07370-T",174,63,92,129,61,228,15,20,16,13,28,30,15,22
"Afu6g07380-T",339,160,263,204,106,350,131,159,148,131,187,160,136,123
"Afu6g07390-T",771,437,499,769,452,919,233,263,371,373,463,800,639,380
"Afu6g07400-T",271,65,129,114,54,232,14,24,34,20,31,6,5,2
"Afu6g07410-T",1661,896,965,1292,890,2001,1939,2500,1783,1670,2493,2031,1533,1392
"Afu6g07420-T",76,44,75,76,39,113,65,82,65,31,42,21,23,22
"Afu6g07430-T",3333,1721,1953,2503,1981,3758,1546,1956,1918,1231,2037,1725,1402,1296
"Afu6g07440-T",984,504,580,687,430,1208,607,906,757,531,676,286,247,219
"Afu6g07460-T",105,39,72,50,40,95,31,79,53,53,78,32,20,25
"Afu6g07470-T",614,296,305,483,322,719,112,172,169,155,374,138,78,115
"Afu6g07480-T",96,56,66,62,60,108,32,46,87,70,164,49,42,36
"Afu6g07490-T",10,3,5,7,3,11,1,8,4,22,23,12,7,8
"Afu6g07500-T",76,35,68,50,49,87,34,37,81,43,81,17,7,22
"Afu6g07520-T",2678,1044,1693,1860,1074,3605,615,845,918,799,860,56,48,34
"Afu6g07530-T",408,223,332,344,236,599,94,112,133,146,194,130,112,73
"Afu6g07540-T",700,303,389,463,326,636,155,308,245,321,450,461,306,324
"Afu6g07550-T",186,65,116,109,69,198,54,100,126,59,96,112,90,62
"Afu6g07560-T",54,24,43,41,22,63,17,22,23,14,21,29,21,16
"Afu6g07570-T",28,1,7,13,5,20,6,1,11,9,14,3,3,6
"Afu6g07580-T",72,20,54,29,12,57,14,40,29,54,72,54,49,45
"Afu6g07590-T",115,41,78,60,56,123,28,34,48,23,40,24,27,28
"Afu6g07600-T",149,77,130,116,77,212,30,25,33,27,40,18,16,23
"Afu6g07610-T",37,17,15,31,25,40,7,4,9,5,12,5,0,6
"Afu6g07620-T",435,160,328,262,116,403,76,92,85,86,129,107,53,55
"Afu6g07630-T",58,27,41,29,25,50,15,33,19,25,39,16,19,18
"Afu6g07640-T",591,230,299,385,213,486,208,317,236,276,383,926,604,504
"Afu6g07650-T",27,6,11,11,13,20,1,7,6,4,9,3,1,3
"Afu6g07660-T",7,4,6,7,0,8,0,1,2,1,0,1,2,0
"Afu6g07670-T",3382,1617,2789,2433,1275,4170,784,739,1047,984,1437,1844,1544,1107
"Afu6g07680-T",210,80,119,133,55,245,67,78,88,75,115,88,51,44
"Afu6g07690-T",361,183,212,268,189,376,85,188,178,143,208,128,85,89
"Afu6g07700-T",978,678,710,959,902,1500,514,856,1226,668,1371,517,403,384
"Afu6g07710-T",52,27,24,40,29,80,22,39,39,27,39,20,21,11
"Afu6g07720-T",1540,577,793,871,944,1420,2567,3086,2806,537,850,1141,798,928
"Afu6g07730-T",132,81,64,114,95,134,45,63,48,96,216,417,384,291
"Afu6g07740-T",230,171,138,241,175,292,174,199,178,118,197,164,80,127
"Afu6g07750-T",4,1,0,6,6,7,1,5,5,7,4,10,4,4
"Afu6g07760-T",5424,2449,3806,3969,3123,7090,2019,2819,3210,2004,3300,2524,2080,1481
"Afu6g07770-T",18062,9523,11226,13849,9766,21617,13262,15507,15132,7135,10664,8520,6723,5702
"Afu6g07780-T",599,447,458,648,385,867,945,1098,1111,645,855,436,265,346
"Afu6g07790-T",25,6,12,19,23,28,8,8,6,5,18,13,7,8
"Afu6g07800-T",297,161,185,284,157,362,174,275,260,198,295,202,167,136
"Afu6g07810-T",87,42,73,39,28,80,19,38,26,33,37,26,22,19
"Afu6g07820-T",12,6,6,13,7,10,6,3,6,5,1,10,11,10
"Afu6g07830-T",163,87,110,107,54,151,61,104,118,87,138,119,71,85
"Afu6g07840-T",167,100,115,144,114,202,91,157,183,112,158,82,46,36
"Afu6g07850-T",12,3,12,6,4,10,1,6,6,19,19,9,8,5
"Afu6g07855-T",2,1,0,0,1,3,0,0,0,2,0,1,0,0
"Afu6g07860-T",85,47,79,68,30,123,32,52,49,24,41,28,10,20
"Afu6g07870-T",591,383,485,509,596,804,357,799,746,390,950,424,361,391
"Afu6g07880-T",984,455,718,686,856,1273,564,1141,1214,494,1399,484,409,518
"Afu6g07890-T",205,63,144,110,55,223,49,110,98,98,147,141,80,94
"Afu6g07900-T",1834,698,1066,1082,479,2543,523,766,634,561,847,486,422,330
"Afu6g07910-T",1805,652,838,1035,616,1588,615,933,799,533,594,109,77,95
"Afu6g07920-T",77,41,25,101,50,66,48,85,93,106,166,437,345,276
"Afu6g07930-T",949,458,656,716,406,1090,375,450,535,225,315,150,98,79
